,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
2964,"theScore: Live Sports Scores, News, Stats & Videos",SPORTS,4.4,133825,34000.0,10000000,Free,0.0,Everyone 10+,Sports,25-Jul-18,6.17.2,KitKat
2965,Onefootball - Soccer Scores,SPORTS,4.7,911995,20000.0,10000000,Free,0.0,Everyone,Sports,1-Aug-18,10.8.1.330,KitKat
2966,Cristiano Ronaldo Wallpaper,SPORTS,4.6,1733,19000.0,500000,Free,0.0,Everyone,Sports,17-Jul-18,2.1,Jelly Bean
2967,"FIFA - Tournaments, Soccer News & Live Scores",SPORTS,4.2,342909,6000.0,10000000,Free,0.0,Everyone,Sports,3-Aug-18,4.3.1,KitKat
2969,kicker football news,SPORTS,4.3,56270,15000.0,5000000,Free,0.0,Everyone,Sports,3-Aug-18,5.4.2,Lollipop
2970,Football Live Scores,SPORTS,4.5,107724,6500.0,5000000,Free,0.0,Everyone,Sports,31-Jul-18,1004,Ice Cream Sandwich
2971,Pro 2018 - Series A and B,SPORTS,4.6,101455,6200.0,5000000,Free,0.0,Everyone,Sports,3-Aug-18,2.24.2.0,Ice Cream Sandwich
2978,MARCA - Sports Leader Diary,SPORTS,3.9,76346,14000.0,5000000,Free,0.0,Everyone,Sports,25-Jul-18,6.3.3,Jelly Bean
2981,"Foot Mercato: transfers, results, news, live",SPORTS,4.3,39878,6100.0,1000000,Free,0.0,Everyone,Sports,28-Jul-18,3.6.7,Jelly Bean
2982,All Football - Latest News & Videos,SPORTS,4.6,152867,17000.0,10000000,Free,0.0,Everyone,Sports,3-Aug-18,3.0.5,Jelly Bean
2983,Premier League - Official App,SPORTS,4.3,63580,24000.0,5000000,Free,0.0,Everyone,Sports,20-Jul-18,1.1.5,Jelly Bean
2985,beIN SPORTS TR,SPORTS,4.0,135763,13000.0,10000000,Free,0.0,Everyone,Sports,2-Aug-18,1.5.13,Jelly Bean
2986,ESPN Fantasy Sports,SPORTS,4.0,176448,10000.0,5000000,Free,0.0,Everyone,Sports,21-Nov-17,5.3.0,KitKat
2987,"All Football GO- Live Score, Games",SPORTS,4.6,1981,10000.0,100000,Free,0.0,Everyone,Sports,21-Jun-18,2.9.9go,Jelly Bean
2988,Top Mercato: football news,SPORTS,4.3,16016,6900.0,1000000,Free,0.0,Everyone,Sports,7-Jan-16,2.7.0,Jelly Bean
2989,GollerCepte Live Score,SPORTS,4.2,9992,31000.0,1000000,Free,0.0,Everyone,Sports,23-May-18,6.5,Jelly Bean
2992,Hovercraft Racer,SPORTS,4.0,218,28000.0,100000,Free,0.0,Everyone,Sports,19-Jul-18,5,Jelly Bean
2993,World Cup 2018,SPORTS,4.6,4011,2600.0,500000,Free,0.0,Teen,Sports,1-Jul-18,1.0.16,Gingerbread
2994,GollerCepte 1903,SPORTS,4.7,25172,30000.0,500000,Free,0.0,Everyone,Sports,23-May-18,5.5,Jelly Bean
2995,League18,SPORTS,4.3,14123,13000.0,500000,Free,0.0,Everyone,Sports,1-Aug-18,4.0.0,Ice Cream Sandwich
2996,Speed Boat Racing,SPORTS,4.0,2487,27000.0,1000000,Free,0.0,Everyone,Sports,3-Aug-18,12,Ice Cream Sandwich
2997,La Liga - Spanish Soccer League Official,SPORTS,4.5,180938,29000.0,10000000,Free,0.0,Everyone,Sports,24-Jul-18,6.4.8,Ice Cream Sandwich
2998,Lionel Messi Wallpapers,SPORTS,4.7,950,18000.0,100000,Free,0.0,Everyone,Sports,17-Jul-18,2.6,Jelly Bean
2999,Goal Live Scores,SPORTS,4.4,232423,35000.0,5000000,Free,0.0,Everyone,Sports,11-Jun-18,4.2.2,Ice Cream Sandwich
3000,The 5th Stand,SPORTS,4.8,1664,17000.0,100000,Free,0.0,Everyone,Sports,31-Jul-18,1.2.677,KitKat
3002,U + professional baseball,SPORTS,4.3,2486,18000.0,500000,Free,0.0,Everyone,Sports,30-Jul-18,06.11.00,KitKat
3004,Mercato foot by Maxifoot,SPORTS,4.4,697,3000.0,100000,Free,0.0,Everyone,Sports,16-Mar-17,1.1,Jelly Bean
3005,MLB Ballpark,SPORTS,3.9,5510,32000.0,1000000,Free,0.0,Everyone,Sports,16-Jul-18,7.3.0,Jelly Bean
3006,MUTV - Manchester United TV,SPORTS,4.4,4549,24000.0,500000,Free,0.0,Everyone,Sports,1-Aug-18,2.4.0,Jelly Bean
3013,ESPN Fantasy Sports,SPORTS,4.0,176448,10000.0,5000000,Free,0.0,Everyone,Sports,21-Nov-17,5.3.0,KitKat
3014,"theScore: Live Sports Scores, News, Stats & Videos",SPORTS,4.4,133825,34000.0,10000000,Free,0.0,Everyone 10+,Sports,25-Jul-18,6.17.2,KitKat
3016,WatchESPN,SPORTS,4.1,288809,6600.0,10000000,Free,0.0,Everyone,Sports,27-Sep-17,2.5.1,KitKat
3017,CBS Sports Fantasy,SPORTS,4.0,43611,27000.0,1000000,Free,0.0,Everyone,Sports,27-Jun-18,3.17.0+3,Lollipop
3021,NBC Sports,SPORTS,3.1,78442,25000.0,5000000,Free,0.0,Everyone,Sports,22-Jun-18,5.12.4,Jelly Bean
3022,WatchESPN,SPORTS,4.1,288809,6600.0,10000000,Free,0.0,Everyone,Sports,27-Sep-17,2.5.1,KitKat
3023,NBC Sports Gold,SPORTS,2.9,3017,24000.0,100000,Free,0.0,Everyone,Sports,2-Jul-18,3.7,Jelly Bean
3025,Telemundo Deportes - Live,SPORTS,4.5,36255,25000.0,1000000,Free,0.0,Everyone,Sports,1-Aug-18,5.10.5,Jelly Bean
3026,SwingAid - Level up Golf,SPORTS,4.3,752,33000.0,100000,Free,0.0,Everyone,Sports,10-Jul-18,2.6.3,Jelly Bean
3027,Golf Channel,SPORTS,4.1,19230,88000.0,1000000,Free,0.0,Everyone,Sports,30-May-18,4.5.19.56,Jelly Bean
3028,The Rules of Golf,SPORTS,4.3,926,9300.0,100000,Free,0.0,Everyone,Sports,17-Jan-18,5.9,Jelly Bean
3031,Zepp Golf Swing Analyzer,SPORTS,4.4,2020,84000.0,100000,Free,0.0,Everyone,Sports,24-May-18,4.4.0,Lollipop
3032,Live Golf Scores - US & European Golf,SPORTS,4.2,798,4700.0,50000,Free,0.0,Everyone 10+,Sports,1-Aug-18,3.5,Ice Cream Sandwich
3033,Golfshot: Golf GPS + Tee Times,SPORTS,4.3,7543,25000.0,500000,Free,0.0,Everyone,Sports,11-Jul-18,1.31.0,Jelly Bean
3034,PGA TOUR LIVE,SPORTS,3.4,1845,12000.0,100000,Free,0.0,Everyone,Sports,7-Jun-17,1.3.0,Jelly Bean
3036,Mobitee GPS Golf Free,SPORTS,4.2,1904,9900.0,100000,Free,0.0,Everyone,Sports,11-Jun-18,2.0.22,Gingerbread
3038,GolfLogix GPS + Putt Breaks,SPORTS,4.0,11085,61000.0,1000000,Free,0.0,Everyone,Sports,21-Jun-18,8.9.3,Ice Cream Sandwich
3039,Golfshot Plus: Golf GPS,SPORTS,4.1,3387,25000.0,50000,Paid,29.99,Everyone,Sports,11-Jul-18,4.18.0,Jelly Bean
3040,PGA TOUR,SPORTS,4.0,11151,52000.0,1000000,Free,0.0,Everyone,Sports,27-Jun-18,2018.6,Lollipop
3041,FanDuel: Daily Fantasy Sports,SPORTS,4.6,29673,57000.0,1000000,Free,0.0,Mature 17+,Sports,6-Aug-18,2.46.1,Lollipop
3043,DraftKings - Daily Fantasy Sports,SPORTS,4.5,50017,41000.0,1000000,Free,0.0,Adults only 18+,Sports,24-Jul-18,3.21.324,KitKat
3044,Fantasy Football Manager (FPL),SPORTS,4.4,63650,4600.0,1000000,Free,0.0,Everyone,Sports,3-Aug-18,7.0.2,Jelly Bean
3045,ESPN Fantasy Sports,SPORTS,4.0,176450,10000.0,5000000,Free,0.0,Everyone,Sports,21-Nov-17,5.3.0,KitKat
3046,Fantasy Football,SPORTS,3.5,50179,23000.0,1000000,Free,0.0,Everyone,Sports,2-Aug-18,2.5.7.1,Lollipop
3047,CBS Sports Fantasy,SPORTS,4.0,43611,27000.0,1000000,Free,0.0,Everyone,Sports,27-Jun-18,3.17.0+3,Lollipop
3049,US Open Tennis Championships 2018,SPORTS,4.0,9971,33000.0,1000000,Free,0.0,Everyone,Sports,5-Jun-18,7.1,Lollipop
3051,Live Tennis Rankings / LTR,SPORTS,4.8,1660,4700.0,10000,Free,0.0,Everyone,Sports,5-Jun-18,3.9,Ice Cream Sandwich
3052,Tennis Livescore Widget,SPORTS,4.1,361,2200.0,50000,Free,0.0,Everyone,Sports,13-Oct-16,1,Gingerbread
3054,"The Championships, Wimbledon 2018",SPORTS,4.3,24082,95000.0,1000000,Free,0.0,Everyone,Sports,4-Jul-18,6.5,KitKat
3055,"theScore: Live Sports Scores, News, Stats & Videos",SPORTS,4.4,133833,34000.0,10000000,Free,0.0,Everyone 10+,Sports,25-Jul-18,6.17.2,KitKat
3057,Tennis 24 - tennis live scores,SPORTS,4.6,990,9400.0,100000,Free,0.0,Everyone,Sports,18-Jul-18,2.28.1,Jelly Bean
3058,"Yahoo Sports - scores, stats, news, & highlights",SPORTS,4.5,32386,19000.0,1000000,Free,0.0,Everyone,Sports,1-Aug-18,7.8.0,Lollipop
3059,Tennis News and Scores,SPORTS,4.3,101,3900.0,10000,Free,0.0,Everyone,Sports,15-Jul-18,5.4,Jelly Bean
3063,"theScore: Live Sports Scores, News, Stats & Videos",SPORTS,4.4,133833,34000.0,10000000,Free,0.0,Everyone 10+,Sports,25-Jul-18,6.17.2,KitKat
3065,MSN Sports - Scores & Schedule,SPORTS,4.5,35394,21000.0,500000,Free,0.0,Everyone,Sports,5-Jul-18,1.2.0,Jelly Bean
3066,"Yahoo Sports - scores, stats, news, & highlights",SPORTS,4.5,32386,19000.0,1000000,Free,0.0,Everyone,Sports,1-Aug-18,7.8.0,Lollipop
3067,WatchESPN,SPORTS,4.1,288809,6600.0,10000000,Free,0.0,Everyone,Sports,27-Sep-17,2.5.1,KitKat
3068,"FOX Sports: Live Streaming, Scores & News",SPORTS,4.0,28895,82000.0,5000000,Free,0.0,Teen,Sports,2-Aug-18,4.4.15,Lollipop
3073,NCAA March Madness Live,SPORTS,4.1,34123,19000.0,5000000,Free,0.0,Everyone,Sports,30-Mar-18,7.1.0,Lollipop
3075,SportsManias Fantasy Team News,SPORTS,3.5,4057,26000.0,500000,Free,0.0,Everyone,Sports,10-May-18,3.2.12,Ice Cream Sandwich
3076,Thuuz Sports,SPORTS,4.5,5517,5200.0,500000,Free,0.0,Everyone,Sports,3-Apr-18,6.9.12,Gingerbread
3077,NCAA Sports,SPORTS,3.9,4272,16000.0,500000,Free,0.0,Everyone,Sports,23-Apr-18,3.0.13,Jelly Bean
3079,US Open Tennis Championships 2018,SPORTS,4.0,9971,33000.0,1000000,Free,0.0,Everyone,Sports,5-Jun-18,7.1,Lollipop
3082,"FIFA - Tournaments, Soccer News & Live Scores",SPORTS,4.2,342912,6000.0,10000000,Free,0.0,Everyone,Sports,3-Aug-18,4.3.1,KitKat
3083,365Scores - Live Scores,SPORTS,4.6,666521,25000.0,10000000,Free,0.0,Everyone,Sports,29-Jul-18,5.5.9,Jelly Bean
3085,"theScore: Live Sports Scores, News, Stats & Videos",SPORTS,4.4,133833,34000.0,10000000,Free,0.0,Everyone 10+,Sports,25-Jul-18,6.17.2,KitKat
3086,Fantasy Football & NFL News,SPORTS,4.5,2943,8100.0005,100000,Free,0.0,Everyone,Sports,15-May-18,6.1.3,Gingerbread
3087,NBA,SPORTS,4.4,108318,35000.0,10000000,Free,0.0,Everyone,Sports,9-Jul-18,2017.7.1,KitKat
3088,Golfshot: Golf GPS + Tee Times,SPORTS,4.3,7543,25000.0,500000,Free,0.0,Everyone,Sports,11-Jul-18,1.31.0,Jelly Bean
3091,"Yahoo Sports - scores, stats, news, & highlights",SPORTS,4.5,32386,19000.0,1000000,Free,0.0,Everyone,Sports,1-Aug-18,7.8.0,Lollipop
3092,NHL,SPORTS,4.0,68935,48000.0,5000000,Free,0.0,Everyone,Sports,27-Jun-18,9.4.0,Jelly Bean
3093,NASCAR MOBILE,SPORTS,4.2,80900,21000.0,1000000,Free,0.0,Everyone,Sports,25-Jul-18,7.1.7.4,KitKat
3094,WatchESPN,SPORTS,4.1,288809,6600.0,10000000,Free,0.0,Everyone,Sports,27-Sep-17,2.5.1,KitKat
3095,MLB Ballpark,SPORTS,3.9,5511,32000.0,1000000,Free,0.0,Everyone,Sports,16-Jul-18,7.3.0,Jelly Bean
3097,"FOX Sports: Live Streaming, Scores & News",SPORTS,4.0,28895,82000.0,5000000,Free,0.0,Teen,Sports,2-Aug-18,4.4.15,Lollipop
3098,Fantasy Football,SPORTS,3.5,50179,23000.0,1000000,Free,0.0,Everyone,Sports,2-Aug-18,2.5.7.1,Lollipop
3099,PGA TOUR,SPORTS,4.0,11151,52000.0,1000000,Free,0.0,Everyone,Sports,27-Jun-18,2018.6,Lollipop
3102,"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136626,14000.0,10000000,Free,0.0,Everyone,Travel & Local,6-Aug-18,18.30.0,Lollipop
3105,TripIt: Travel Organizer,TRAVEL_AND_LOCAL,4.4,49190,25000.0,1000000,Free,0.0,Everyone,Travel & Local,15-Jun-18,7.5.0,Lollipop
3107,CityMaps2Go Plan Trips Travel Guide Offline Maps,TRAVEL_AND_LOCAL,4.3,64713,58000.0,1000000,Free,0.0,Everyone,Travel & Local,9-Jun-18,10.9.8 (Play),Lollipop
3109,Skyscanner,TRAVEL_AND_LOCAL,4.5,481545,29000.0,10000000,Free,0.0,Everyone,Travel & Local,6-Aug-18,5.48,KitKat
3110,World Travel Guide by Triposo,TRAVEL_AND_LOCAL,4.4,6012,81000.0,500000,Free,0.0,Everyone,Travel & Local,5-Mar-18,4.6.0,Ice Cream Sandwich
3113,Hostelworld: Hostels & Cheap Hotels Travel App,TRAVEL_AND_LOCAL,4.4,17878,28000.0,1000000,Free,0.0,Everyone,Travel & Local,16-Jul-18,6.7.1,Jelly Bean
3119,GPS Map Free,TRAVEL_AND_LOCAL,4.0,33782,7600.0,5000000,Free,0.0,Everyone,Travel & Local,11-Jul-18,4.6,Ice Cream Sandwich
3120,Offline Maps & Navigation,TRAVEL_AND_LOCAL,4.7,192641,33000.0,5000000,Free,0.0,Everyone,Travel & Local,7-Jun-18,17.4.1,Ice Cream Sandwich
3122,GasBuddy: Find Cheap Gas,TRAVEL_AND_LOCAL,4.6,751551,42000.0,10000000,Free,0.0,Mature 17+,Travel & Local,2-Aug-18,5.2.0 21127,KitKat
3123,Southwest Airlines,TRAVEL_AND_LOCAL,3.9,24781,8300.0,5000000,Free,0.0,Everyone,Travel & Local,11-Jul-18,5.6.1,Marshmallow
3124,"AT&T Navigator: Maps, Traffic",TRAVEL_AND_LOCAL,3.6,32862,14000.0,10000000,Free,0.0,Everyone,Travel & Local,6-Dec-16,5.10.6.2.8466393,Jelly Bean
3128,AirAsia,TRAVEL_AND_LOCAL,3.9,98585,37000.0,10000000,Free,0.0,Everyone,Travel & Local,16-Jul-18,5.0.4,KitKat
3129,"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136633,14000.0,10000000,Free,0.0,Everyone,Travel & Local,6-Aug-18,18.30.0,Lollipop
3131,Allegiant,TRAVEL_AND_LOCAL,3.1,5572,21000.0,1000000,Free,0.0,Everyone,Travel & Local,12-Jul-18,5.16.1,KitKat
3132,Amtrak,TRAVEL_AND_LOCAL,3.7,16815,28000.0,1000000,Free,0.0,Everyone,Travel & Local,15-Jul-18,3.1.3,Lollipop
3133,JAL (Domestic and international flights),TRAVEL_AND_LOCAL,3.4,2277,27000.0,1000000,Free,0.0,Everyone,Travel & Local,7-May-18,4.4.7,Ice Cream Sandwich
3135,VZ Navigator for Tablets,TRAVEL_AND_LOCAL,3.6,285,39000.0,500000,Free,0.0,Everyone,Travel & Local,22-Jan-18,10.7.8.111,Jelly Bean
3137,"HSL - Tickets, route planner and information",TRAVEL_AND_LOCAL,3.3,256,17000.0,100000,Free,0.0,Everyone,Travel & Local,1-Aug-18,1.1.2,Lollipop
3139,VZ Navigator for Galaxy S4,TRAVEL_AND_LOCAL,3.0,2750,39000.0,5000000,Free,0.0,Everyone,Travel & Local,22-Jan-18,10.7.8.111,Jelly Bean
3140,MAIN,TRAVEL_AND_LOCAL,3.6,7081,51000.0,1000000,Free,0.0,Everyone,Travel & Local,6-Aug-18,4.1.21,KitKat
3141,"Yoriza Pension - travel, lodging, pension, camping, caravan, pool villas accommodation discount",TRAVEL_AND_LOCAL,4.8,17882,86000.0,1000000,Free,0.0,Everyone,Travel & Local,3-Aug-18,3.4.5,Lollipop
3145,"Yatra - Flights, Hotels, Bus, Trains & Cabs",TRAVEL_AND_LOCAL,4.5,251037,26000.0,10000000,Free,0.0,Everyone,Travel & Local,5-Aug-18,13.0.16,Jelly Bean
3147,Fly Delta,TRAVEL_AND_LOCAL,3.7,27560,46000.0,5000000,Free,0.0,Everyone,Travel & Local,31-Jul-18,4.13.2,Lollipop
3148,Skyscanner,TRAVEL_AND_LOCAL,4.5,481546,29000.0,10000000,Free,0.0,Everyone,Travel & Local,6-Aug-18,5.48,KitKat
3149,Despegar.com Hotels and Flights,TRAVEL_AND_LOCAL,4.4,150932,27000.0,10000000,Free,0.0,Everyone,Travel & Local,30-Jul-18,9.1.0,Jelly Bean
3150,Navigation Plus,TRAVEL_AND_LOCAL,4.1,928,14000.0,1000000,Free,0.0,Everyone,Travel & Local,9-Jan-18,11.0.269 (m),Jelly Bean
3152,Poynt,TRAVEL_AND_LOCAL,4.0,26665,10000.0,5000000,Free,0.0,Everyone,Travel & Local,29-Mar-18,2.5.26,Jelly Bean
3153,Gaode Map,TRAVEL_AND_LOCAL,3.9,13275,71000.0,1000000,Free,0.0,Everyone,Travel & Local,3-Jul-18,8.60.0.2586,Ice Cream Sandwich
3154,"Priceline Hotel Deals, Rental Cars & Flights",TRAVEL_AND_LOCAL,4.4,48930,15000.0,5000000,Free,0.0,Everyone,Travel & Local,26-Jul-18,4.38.176,KitKat
3157,Free Radar Detector,TRAVEL_AND_LOCAL,4.3,15680,11000.0,1000000,Free,0.0,Everyone,Travel & Local,6-Jul-18,6.2.3,Jelly Bean
3159,Where to travel - ticket. hotel. train ticket. car ticket. travel. tickets,TRAVEL_AND_LOCAL,4.2,5112,62000.0,1000000,Free,0.0,Everyone,Travel & Local,27-Jul-18,8.8.2,KitKat
3160,United Airlines,TRAVEL_AND_LOCAL,3.5,30447,80000.0,5000000,Free,0.0,Everyone,Travel & Local,20-Jul-18,2.1.56,Lollipop
3161,NTES,TRAVEL_AND_LOCAL,4.3,165299,5400.0,10000000,Free,0.0,Everyone,Travel & Local,30-Jul-18,8,Jelly Bean
3162,Where is my Train : Indian Railway & PNR Status,TRAVEL_AND_LOCAL,4.7,620534,9800.0,10000000,Free,0.0,Everyone,Travel & Local,30-Jul-18,5.7.3,Ice Cream Sandwich
3166,Gormey: Find Best Restaurants,TRAVEL_AND_LOCAL,4.3,34,7600.0,1000,Free,0.0,Everyone,Travel & Local,29-Aug-17,2.3,Ice Cream Sandwich
3167,Find Dining Restaurant Finder,TRAVEL_AND_LOCAL,4.1,427,26000.0,100000,Free,0.0,Everyone,Travel & Local,21-Mar-16,1.2.1,Jelly Bean
3168,Urbanspoon Restaurant Reviews,TRAVEL_AND_LOCAL,4.2,35560,13000.0,5000000,Free,0.0,Everyone,Travel & Local,5-Jul-16,4.0.21,Ice Cream Sandwich
3171,Qatar Airways,TRAVEL_AND_LOCAL,4.3,11182,62000.0,1000000,Free,0.0,Everyone,Travel & Local,30-Jul-18,11.26,Jelly Bean
3172,Hipmunk Hotels & Flights,TRAVEL_AND_LOCAL,4.3,16734,10000.0,1000000,Free,0.0,Everyone,Travel & Local,31-Jul-18,8.8.2,Lollipop
3173,"Priceline Hotel Deals, Rental Cars & Flights",TRAVEL_AND_LOCAL,4.4,48930,15000.0,5000000,Free,0.0,Everyone,Travel & Local,26-Jul-18,4.38.176,KitKat
3174,United Airlines,TRAVEL_AND_LOCAL,3.5,30447,80000.0,5000000,Free,0.0,Everyone,Travel & Local,20-Jul-18,2.1.56,Lollipop
3175,"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136626,14000.0,10000000,Free,0.0,Everyone,Travel & Local,6-Aug-18,18.30.0,Lollipop
3177,CWT To Go,TRAVEL_AND_LOCAL,4.4,20313,57000.0,100000,Free,0.0,Everyone,Travel & Local,5-Aug-18,17.7.8,KitKat
3178,British Airways,TRAVEL_AND_LOCAL,4.2,25740,51000.0,1000000,Free,0.0,Everyone,Travel & Local,24-Jul-18,4.2,KitKat
3179,Southwest Airlines,TRAVEL_AND_LOCAL,3.9,24781,8300.0,5000000,Free,0.0,Everyone,Travel & Local,11-Jul-18,5.6.1,Marshmallow
3180,Cheap Flights & Hotels momondo,TRAVEL_AND_LOCAL,4.2,42546,24000.0,5000000,Free,0.0,Everyone,Travel & Local,25-Apr-18,7.6.5,KitKat
3182,JetBlue,TRAVEL_AND_LOCAL,4.4,24281,29000.0,1000000,Free,0.0,Everyone,Travel & Local,25-Jul-18,4.4.2,KitKat
3184,Flights,TRAVEL_AND_LOCAL,4.4,18039,3100.0,1000000,Free,0.0,Everyone,Travel & Local,26-Jul-18,3.6.6,Jelly Bean
3185,Fly Delta,TRAVEL_AND_LOCAL,3.7,27560,46000.0,5000000,Free,0.0,Everyone,Travel & Local,31-Jul-18,4.13.2,Lollipop
3186,The Emirates App,TRAVEL_AND_LOCAL,4.4,22748,55000.0,1000000,Free,0.0,Everyone,Travel & Local,6-Aug-18,4.7.1,Lollipop
3190,KLM - Royal Dutch Airlines,TRAVEL_AND_LOCAL,3.7,7705,40000.0,1000000,Free,0.0,Everyone,Travel & Local,6-Aug-18,9.7.1,Jelly Bean
3192,Skyscanner,TRAVEL_AND_LOCAL,4.5,481546,29000.0,10000000,Free,0.0,Everyone,Travel & Local,6-Aug-18,5.48,KitKat
3193,Lufthansa,TRAVEL_AND_LOCAL,3.6,14544,43000.0,1000000,Free,0.0,Everyone,Travel & Local,27-Jul-18,7.2.5,Jelly Bean
3194,easyJet: Travel App,TRAVEL_AND_LOCAL,4.4,134895,50000.0,10000000,Free,0.0,Everyone,Travel & Local,1-Jul-18,2.32.2,Jelly Bean
3196,LateRooms: Find Hotel Deals,TRAVEL_AND_LOCAL,4.1,2419,13000.0,1000000,Free,0.0,Everyone,Travel & Local,29-May-18,1.24.5,Jelly Bean
3200,"Priceline Hotel Deals, Rental Cars & Flights",TRAVEL_AND_LOCAL,4.4,48930,15000.0,5000000,Free,0.0,Everyone,Travel & Local,26-Jul-18,4.38.176,KitKat
3201,HOTEL DEALS,TRAVEL_AND_LOCAL,4.2,1609,4000.0,100000,Free,0.0,Everyone,Travel & Local,26-Apr-18,53.89.55,Jelly Bean
3203,"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136626,14000.0,10000000,Free,0.0,Everyone,Travel & Local,6-Aug-18,18.30.0,Lollipop
3207,Skyscanner,TRAVEL_AND_LOCAL,4.5,481546,29000.0,10000000,Free,0.0,Everyone,Travel & Local,6-Aug-18,5.48,KitKat
3208,IHG®: Hotel Deals & Rewards,TRAVEL_AND_LOCAL,4.3,18622,44000.0,1000000,Free,0.0,Everyone,Travel & Local,3-Aug-18,4.15.1,KitKat
3209,SPG: Starwood Hotels & Resorts,TRAVEL_AND_LOCAL,4.2,8258,22000.0,1000000,Free,0.0,Everyone,Travel & Local,3-Jul-18,v5.4.3,KitKat
3213,Hostelworld: Hostels & Cheap Hotels Travel App,TRAVEL_AND_LOCAL,4.4,17878,28000.0,1000000,Free,0.0,Everyone,Travel & Local,16-Jul-18,6.7.1,Jelly Bean
3216,Hotels Combined - Cheap deals,TRAVEL_AND_LOCAL,4.1,17202,12000.0,5000000,Free,0.0,Everyone,Travel & Local,13-Nov-17,4.9.2,Jelly Bean
3218,Turo - Better Than Car Rental,TRAVEL_AND_LOCAL,4.4,14114,46000.0,1000000,Free,0.0,Everyone,Travel & Local,4-Aug-18,18.21.0,Lollipop
3219,Ascape VR: 360° Virtual Travel,TRAVEL_AND_LOCAL,4.1,890,7600.0,100000,Free,0.0,Everyone,Travel & Local;Action & Adventure,9-Aug-17,4.0.38,KitKat
3221,Skyscanner,TRAVEL_AND_LOCAL,4.5,481546,29000.0,10000000,Free,0.0,Everyone,Travel & Local,6-Aug-18,5.48,KitKat
3224,GPS Status & Toolbox,TRAVEL_AND_LOCAL,4.5,149723,4100.0,10000000,Free,0.0,Everyone,Travel & Local,13-Jun-18,8.1.171,Ice Cream Sandwich
3225,Airport + Flight Tracker Radar,TRAVEL_AND_LOCAL,4.2,6762,8500.0,1000000,Free,0.0,Everyone,Travel & Local,14-Jul-15,8,Ice Cream Sandwich
3226,Scout GPS Navigation & Meet Up,TRAVEL_AND_LOCAL,4.2,120373,31000.0,5000000,Free,0.0,Everyone,Travel & Local,31-Jul-18,3.19.35.999,Ice Cream Sandwich
3227,Street Panorama View,TRAVEL_AND_LOCAL,4.2,40225,4100.0,1000000,Free,0.0,Everyone,Travel & Local,18-Jul-18,4.0.3,Jelly Bean
3229,DreamTrips,TRAVEL_AND_LOCAL,4.7,9971,22000.0,500000,Free,0.0,Teen,Travel & Local,6-Aug-18,1.28.1,Lollipop
3231,Sygic Truck GPS Navigation,TRAVEL_AND_LOCAL,4.2,18294,28000.0,1000000,Free,0.0,Everyone,Travel & Local,2-Aug-18,13.8.3,Ice Cream Sandwich
3233,Moto File Manager,TOOLS,4.1,38655,5900.0,10000000,Free,0.0,Everyone,Tools,1-Feb-18,v3.7.93,Lollipop
3237,Motorola Alert,TOOLS,4.2,24199,3900.0,50000000,Free,0.0,Everyone,Tools,21-Nov-14,1.02.53,KitKat
3239,Cache Cleaner-DU Speed Booster (booster & cleaner),TOOLS,4.5,12759663,15000.0,100000000,Free,0.0,Everyone,Tools,25-Jul-18,3.1.2,Ice Cream Sandwich
3240,Moto Suggestions ™,TOOLS,4.6,308,4300.0,1000000,Free,0.0,Everyone,Tools,8-Jun-18,0.2.32,Oreo
3245,myMetro,TOOLS,4.0,26189,5300.0,10000000,Free,0.0,Everyone,Tools,27-Jun-18,MyMetro_HTML_2.0_430029,Ice Cream Sandwich
3247,My Telcel,TOOLS,3.1,45838,16000.0,50000000,Free,0.0,Everyone,Tools,25-Jul-18,7.6.1,Jelly Bean
3248,"Calculator - free calculator, multi calculator app",TOOLS,4.6,25592,7500.0,10000000,Free,0.0,Everyone,Tools,31-Jul-18,v8.0.1.8.0629.1,Jelly Bean
3254,"Calculator - free calculator ,multi calculator app",TOOLS,4.4,1236,5800.0,100000,Free,0.0,Everyone,Tools,6-Jul-18,8.1.6,Jelly Bean
3255,SHAREit - Transfer & Share,TOOLS,4.6,7790693,17000.0,500000000,Free,0.0,Everyone,Tools,30-Jul-18,4.5.28_ww,Jelly Bean
3257,Files Go by Google: Free up space on your phone,TOOLS,4.6,315585,8500.0,10000000,Free,0.0,Everyone,Tools,18-Jul-18,1.0.204375696,Lollipop
3259,Nokia mobile support,TOOLS,4.4,12215,9100.0,5000000,Free,0.0,Everyone,Tools,1-Aug-18,1.7.4,Nougat
3260,File Manager -- Take Command of Your Files Easily,TOOLS,4.2,127223,7600.0,10000000,Free,0.0,Everyone,Tools,3-Aug-18,v7.0.7.1.0625.1_06_0629,Lollipop
3261,Samsung Calculator,TOOLS,4.4,9602,2500.0,100000000,Free,0.0,Everyone,Tools,5-Jul-18,6.0.61.5,Nougat
3262,Clear,TOOLS,3.1,24151,15000.0,10000000,Free,0.0,Everyone,Tools,6-Aug-18,11.7.0,Jelly Bean
