# Data is copyright of Lavanya Gupta @ https://www.kaggle.com/lava18/google-play-store-apps,,
Last Updated,Current Ver,Android Ver
2-Aug-18,1.0.72,4.0.3 and up
11-Jul-18,300000.1.11,4.0.3 and up
18-Jul-18,2.0.101,4.4 and up
13-Jul-18,0.1,4.1 and up
12-Jul-18,1,5.0 and up
2-Aug-18,2,4.0 and up
27-Jul-18,1,4.4 and up
25-Jul-18,300000.1.11,4.0.3 and up
20-Jul-18,300000.1.11,4.0.3 and up
19-Jul-18,5.0.16,4.1 and up
7-Jul-18,1,4.4 and up
31-Jul-18,1.0 Super Ear Hearing,4.0 and up
21-Jul-18,1.0.0,4.0 and up
13-Jul-18,1,4.0 and up
12-Jul-18,1.1.1,4.1 and up
30-Jul-18,1,5.1 and up
17-Jul-18,1,4.0.3 and up
27-Jul-18,1.2.1,5.0 and up
24-Jul-18,1,4.0.3 and up
15-Jul-18,3.0.0,4.1 and up
18-Jul-18,1.2.9,4.4 and up
13-Jul-18,PN.1.0,4.0.3 and up
3-Aug-18,1,4.1 and up
27-Jul-18,1,4.1 and up
25-Jul-18,300000.1.11,4.0.3 and up
23-Jul-18,1,4.1 and up
14-Jul-18,1,4.3 and up
8-Jul-18,1.0.0,4.1 and up
12-Jul-18,0.1.2,4.4 and up
16-Jul-18,300000.1.11,4.0.3 and up
3-Aug-18,1.0.51.0.3,8.0 and up
27-Jul-18,1,Varies with device
26-Jul-18,3.19,4.3 and up
27-Jul-18,8.0.226,4.4 and up
16-Jul-18,2.25.0,4.4 and up
27-Jul-18,Varies with device,4.3 and up
12-Apr-18,3.4.0.10,4.0.3 and up
5-Jun-18,1,5.0 and up
13-Jan-17,3.0.2,3.0 and up
3-Aug-18,6.02.000,6.0 and up
10-Jun-18,3.2.4,5.0 and up
11-Jun-18,1.1,4.1 and up
17-Jan-18,1.0.7,4.2 and up
1-Jun-17,3.1,3.0 and up
24-Jul-18,10.4.1.018_06,4.0.3 and up
21-Jun-18,3.3.0,4.4 and up
29-Jun-18,10.4.1.015_05,4.0.3 and up
30-May-17,Initial,4.0 and up
13-Oct-16,3.0.0,4.0.3 and up
24-Apr-18,1,4.1 and up
31-Jul-18,1.12,4.0.3 and up
7-Jul-17,1.1,4.0.3 and up
26-Sep-17,5.51,3.0 and up
30-Jul-18,2.9,4.4 and up
18-Jan-15,1,3.0 and up
10-Apr-18,10.4.1.000_00,4.0.3 and up
18-Jul-18,4.0.9,4.0.3 and up
31-Jul-18,3.0.8,4.3 and up
21-Jul-18,1.1,4.0.3 and up
14-Mar-15,1,2.3 and up
20-Jul-18,2.5.0 b665,5.0 and up
22-Jun-18,2.3.1,5.0 and up
13-Jul-18,300000.1.11,4.0.3 and up
27-Jul-18,8.0.226,4.4 and up
25-Jul-18,3.0.0,5.0 and up
1-Jun-18,0.6.88,5.0 and up
3-Aug-18,Varies with device,Varies with device
10-Oct-17,1.0.02,4.0 and up
6-Jun-18,1.0.1,4.1 and up
,,
,,
25-Feb-17,1.0.1,4.4 and up
29-Jul-18,4.0.5,4.3 and up
25-May-18,1.0.32,4.4 and up
31-Mar-18,1.3.0,5.0 and up
20-Jul-18,1.3.5,5.0 and up
16-Apr-18,43,4.0.3 and up
12-Sep-16,1.3.4,2.3.3 and up
16-Jul-18,4.4.3,4.0.3 and up
8-Mar-18,2.3.5,4.1 and up
20-Nov-17,0.0.1,4.0 and up
25-Oct-16,1,4.0.3 and up
5-Apr-18,10.4.1.000_00,4.0.3 and up
17-Oct-16,1.2.2,4.0 and up
11-Jul-18,1.9.0.0,4.1 and up
20-Jan-15,1,3.0 and up
24-May-18,1.0.1,5.0 and up
16-Apr-18,43,4.0.3 and up
12-May-18,1.4.15-free,4.0.3 and up
27-Jul-18,7.4.1,5.0 and up
3-Aug-18,Varies with device,Varies with device
31-Jul-18,Varies with device,Varies with device
1-Aug-18,Varies with device,Varies with device
4-Jun-18,1.24,4.1 and up
1-Aug-18,Varies with device,Varies with device
21-May-18,2.4.12,4.0 and up
30-Jul-18,Varies with device,Varies with device
30-Jan-18,1,4.0 and up
3-Aug-18,Varies with device,Varies with device
3-Aug-18,Varies with device,Varies with device
26-Jul-18,Varies with device,Varies with device
3-Aug-18,0.1.1,4.1 and up
9-May-18,1.0.2,4.1 and up
14-Jun-18,1.0.9,4.3 and up
27-Jul-18,Varies with device,Varies with device
2-Aug-18,0.1.1,4.1 and up
6-Aug-18,4.95.4,5.0 and up
24-Jun-18,4.1.1,4.0.3 and up
13-Jun-18,5.1.1,4.1 and up
12-Jun-18,2.1.6,4.0 and up
16-May-18,3.6.1,4.0.3 and up
3-Aug-18,Varies with device,Varies with device
2-Aug-18,2.6.10,4.1 and up
24-Jun-18,1.6,2.3 and up
20-Nov-17,2.0.1,4.0.3 and up
6-Aug-18,2.1.3.2,4.3 and up
30-Jul-18,T4.6.5-tl2.0.1,4.1 and up
20-Jul-18,1.8.19179,4.0.3 and up
30-Jun-18,13,4.1 and up
6-Aug-18,1.3.2,4.3 and up
21-Jun-18,Varies with device,Varies with device
24-Jul-18,4.2.4,4.0.3 and up
2-Aug-18,4.81,4.0 and up
8-Jun-16,8.00.752746,4.4 and up
9-Jul-18,1.23.3.0,4.4 and up
25-Jul-18,Varies with device,Varies with device
23-Jul-18,50.2 lite,2.2 and up
27-Jul-18,Varies with device,4.0.3 and up
2-Aug-18,4.1.202,5.0 and up
1-Aug-18,5.2.1,4.4 and up
7-Jun-18,Varies with device,Varies with device
2-Aug-18,3.10.26,4.4 and up
24-Jul-18,Varies with device,Varies with device
3-Aug-18,Varies with device,Varies with device
2-Aug-18,Varies with device,Varies with device
26-Jul-18,Varies with device,Varies with device
26-Jul-18,7.3.1,4.1 and up
31-Jul-18,3.8.1,4.1 and up
1-Aug-18,Varies with device,Varies with device
3-Aug-18,Varies with device,4.1 and up
21-Jun-18,Varies with device,Varies with device
16-Oct-17,4.2.1,4.3 and up
9-Jul-18,Varies with device,Varies with device
18-Jul-18,Varies with device,Varies with device
19-Jun-18,Varies with device,Varies with device
1-Aug-18,Varies with device,Varies with device
29-Feb-16,2.1.3,2.1 and up
18-May-17,Varies with device,Varies with device
31-May-18,7.0.7,4.0.3 and up
30-Jul-18,Varies with device,Varies with device
31-Jul-18,Varies with device,Varies with device
2-Aug-18,Varies with device,Varies with device
5-Dec-17,Varies with device,Varies with device
3-Aug-18,14.0.13,4.1 and up
9-Jul-18,1.23.3.0,4.4 and up
2-Aug-18,7.23.4,4.1 and up
30-Jul-18,Varies with device,Varies with device
31-Jul-18,Varies with device,Varies with device
3-Aug-18,Varies with device,Varies with device
25-Jul-18,2.69,5.0 and up
28-Jul-18,Varies with device,Varies with device
25-Jul-15,4.6.2.0,2.3 and up
18-Jul-18,Varies with device,Varies with device
3-Aug-18,Varies with device,4.1 and up
16-Oct-17,4.2.1,4.3 and up
5-Aug-18,4.5.3,4.1 and up
1-Dec-17,3.4.5,4.0.3 and up
2-Aug-18,4.1.202,5.0 and up
9-May-18,Varies with device,Varies with device
1-Aug-18,Varies with device,Varies with device
9-Jul-18,Varies with device,Varies with device
19-Jun-18,Varies with device,Varies with device
5-Mar-15,1.8.0,2.3 and up
2-Aug-18,Varies with device,Varies with device
25-Jul-18,2.69,5.0 and up
31-Jul-18,Varies with device,Varies with device
3-Aug-18,Varies with device,4.1 and up
3-Aug-18,27,4.2 and up
31-Jul-18,4.17.2,4.1 and up
21-Jun-18,10.6.3,5.0 and up
2-Aug-18,3.10.26,4.4 and up
24-Jul-18,Varies with device,Varies with device
2-Aug-18,Varies with device,Varies with device
26-Jul-18,7.3.1,4.1 and up
9-Jun-18,4.18.962.5,2.3 and up
23-Jul-18,Varies with device,Varies with device
27-Sep-17,2.16,4.4 and up
2-Aug-18,3.10.26,4.4 and up
31-Jul-18,Varies with device,Varies with device
3-Aug-18,Varies with device,4.1 and up
21-Jun-18,Varies with device,Varies with device
3-Aug-18,27,4.2 and up
28-Jul-18,Varies with device,Varies with device
2-Aug-18,Varies with device,Varies with device
31-Jul-18,4.17.2,4.1 and up
27-Jul-18,5.4.7.1,4.3 and up
9-Jul-18,Varies with device,Varies with device
2-Aug-18,Varies with device,Varies with device
5-Mar-15,1.8.0,2.3 and up
2-Aug-18,3.10.26,4.4 and up
31-Jul-18,16.14.0.850,4.4 and up
3-Aug-18,4.20.5,4.1 and up
3-Aug-18,Varies with device,Varies with device
23-Jul-18,2.25.17,4.1 and up
23-Jul-18,2.25.17,4.1 and up
2-Aug-18,14.2.1,5.0 and up
6-Aug-18,Varies with device,Varies with device
30-Jul-18,Varies with device,Varies with device
30-Jul-18,Varies with device,Varies with device
6-Aug-18,2.4.9,4.1 and up
31-Jul-18,16.14.0.100,4.4 and up
2-Aug-18,Varies with device,4.2 and up
31-Jul-18,11.7.3.0,4.1 and up
23-Jul-18,10.2.1,4.1 and up
30-Jul-18,Varies with device,Varies with device
23-Jul-18,2.25.17,4.1 and up
25-Jul-18,3.0.5,4.0.3 and up
30-Jun-18,3.4.5,4.0 and up
24-Jul-18,3.8.2.2,4.0.3 and up
3-Aug-18,6.0.4,4.1 and up
3-Aug-18,Varies with device,Varies with device
6-Aug-18,6.3.8,4.1 and up
4-Aug-18,2.8.7,4.1 and up
3-Aug-18,4.16.2,4.1 and up
6-Aug-18,4.6.0,4.1 and up
3-Aug-18,4.26.7,4.1 and up
17-Jul-18,3.2.6,4.0.3 and up
20-Jul-18,4.9.3,4.0.3 and up
23-Jul-18,2.4.0,4.1 and up
10-Jul-18,4.7.1,4.4 and up
3-Aug-18,Varies with device,Varies with device
6-Aug-18,Varies with device,Varies with device
26-Jul-18,4.9.5,4.2 and up
6-Aug-18,4.4.5,4.3 and up
4-Aug-18,Varies with device,Varies with device
25-Jul-18,6.2.0,4.1 and up
2-Aug-18,3.11.1,4.1 and up
30-Jul-18,4.0.2,4.2 and up
24-Jul-18,4.7.5,4.1 and up
21-Jul-18,3.27.1,4.1 and up
31-Jul-18,7.8.1,4.0 and up
2-Aug-18,5.3.0,4.0.3 and up
2-Aug-18,4.33.0,4.0.3 and up
25-Jul-18,6.25.0+1906001476,5.0 and up
6-Aug-18,Varies with device,Varies with device
20-Jul-18,Varies with device,Varies with device
4-Aug-18,29.14,4.2 and up
6-Aug-18,Varies with device,4.0.3 and up
1-Aug-18,7.0.14,4.0 and up
21-Jun-18,4.89,4.3 and up
10-May-18,Varies with device,Varies with device
22-Jan-18,1.4,4.3 and up
18-Jun-18,Varies with device,Varies with device
6-Feb-18,3.0.3,4.0.3 and up
25-Jul-18,2.4.0,4.4 and up
12-Jun-18,4.9.1,4.0 and up
27-Apr-18,Varies with device,Varies with device
24-Jul-18,5.3.73,4.4 and up
3-Aug-18,4.20.5,4.1 and up
27-Jul-18,8.9.1,4.1 and up
1-Aug-18,5.21.1,4.1 and up
1-Aug-18,Varies with device,Varies with device
3-Aug-18,Varies with device,Varies with device
3-Aug-18,7.36,4.4 and up
31-Jul-18,7.2.1,4.1 and up
1-Aug-18,2.24.0,4.4 and up
4-Aug-18,2.124.01,4.4 and up
3-Aug-18,6.9.2,5.0 and up
29-Jun-18,2.4.0,4.4 and up
22-Jan-18,1.4,4.3 and up
10-May-18,Varies with device,Varies with device
18-Jun-18,Varies with device,Varies with device
27-Apr-18,Varies with device,Varies with device
31-May-18,Varies with device,Varies with device
3-Aug-18,18.10.157066,4.4 and up
21-Jun-18,Varies with device,Varies with device
3-Aug-18,4.31.2,4.4 and up
1-Aug-18,Varies with device,Varies with device
3-Aug-18,Varies with device,Varies with device
6-Aug-18,Varies with device,Varies with device
31-Jul-18,7.2.1,4.1 and up
27-Feb-18,2.3.2,4.1 and up
13-Jul-18,5.0.2,4.4 and up
10-May-18,Varies with device,Varies with device
30-Jul-18,Varies with device,Varies with device
18-Jun-18,Varies with device,Varies with device
15-Jul-18,3.28.1.3.1359,4.4 and up
13-Jul-18,9.0.30,4.1 and up
25-Jul-18,3.13.09,4.0 and up
25-Jul-18,2.4.0,4.4 and up
29-Jul-15,1.2.12,2.3 and up
24-Jul-18,5.3.73,4.4 and up
12-Jul-18,6.10.0,4.0.3 and up
27-Apr-18,Varies with device,Varies with device
31-May-18,Varies with device,Varies with device
3-Aug-18,4.20.5,4.1 and up
6-Aug-18,Varies with device,Varies with device
6-Aug-18,3.69.0,4.1 and up
30-Jul-18,Varies with device,Varies with device
3-Aug-18,11.6.0,4.4 and up
8-Nov-17,5.1,4.0.3 and up
1-Aug-18,5.21.1,4.1 and up
6-Aug-18,Varies with device,Varies with device
3-Aug-18,18.10.157066,4.4 and up
23-Jul-18,Varies with device,Varies with device
24-Jul-18,Varies with device,Varies with device
12-Jul-18,9.0.0,4.4 and up
2-Jul-18,2.8,4.0.3 and up
5-Aug-18,Varies with device,4.4 and up
31-Jul-18,16.14.0.100,4.4 and up
3-Aug-18,6.4.2,4.4 and up
30-Jul-18,3.9,4.4 and up
13-Jun-18,5.6.8,4.4 and up
1-Aug-18,Varies with device,Varies with device
3-Aug-18,5.3.1,4.1 and up
4-Aug-18,2.124.01,4.4 and up
25-Jul-18,6.25.0+1906001476,5.0 and up
30-Jul-18,4.4.9,4.4 and up
6-Aug-18,Varies with device,Varies with device
25-Jul-18,6.2.0,4.1 and up
30-Jul-18,Varies with device,Varies with device
25-Jul-18,3.13.09,4.0 and up
13-Jul-18,9.0.30,4.1 and up
25-Jul-18,2.4.0,4.4 and up
8-Nov-17,5.1,4.0.3 and up
3-Aug-18,18.10.157066,4.4 and up
12-Jul-18,9.0.0,4.4 and up
13-Jun-18,5.6.8,4.4 and up
3-Aug-18,5.3.1,4.1 and up
3-Aug-18,Varies with device,Varies with device
30-Jul-18,Varies with device,Varies with device
22-Dec-17,3.0.0,4.1 and up
3-Aug-18,4.2.2,4.1 and up
18-Jun-18,13.6.4,4.0.3 and up
2-Nov-16,3.1,2.3.3 and up
8-Nov-17,5.1,4.0.3 and up
6-Aug-18,Varies with device,Varies with device
11-Jul-18,4.16.0,4.4 and up
8-May-18,5.6.8,4.1 and up
30-Jul-18,3.9,4.4 and up
6-Aug-18,6.25.0+1906001476,5.0 and up
19-Jul-18,5.1,4.4 and up
3-Aug-18,4.20.5,4.1 and up
25-Jul-18,3.13.09,4.0 and up
2-Aug-18,Varies with device,Varies with device
28-Jul-18,4.4.4,5.0 and up
30-Jul-18,4.4.9,4.4 and up
6-Aug-18,7.4.2,4.4 and up
1-Aug-18,5.13.1,5.0 and up
2-Aug-18,2.18.2,4.1 and up
31-Jan-18,2.1.9,4.0.3 and up
27-Jun-18,2.1.9,4.1 and up
2-Aug-18,584,4.1 and up
1-Aug-18,9.6.4,4.4 and up
6-Aug-18,Varies with device,Varies with device
25-Jan-16,Varies with device,Varies with device
26-Jul-18,2.2.4,4.2 and up
6-Jul-18,1.5.1,4.4 and up
24-May-18,1.0.4,4.1 and up
2-Aug-18,Varies with device,4.0.3 and up
22-Jul-18,5.0.508,4.4 and up
24-Jul-18,1.6.4,4.2 and up
30-Jul-18,7.6.5,4.3 and up
29-Jul-17,1.6.0,2.3 and up
18-Jul-18,1.5.1,4.0.3 and up
11-Jul-18,2.2,5.0 and up
22-May-18,Varies with device,4.0 and up
11-Jul-18,1.8.5,4.2 and up
25-Jul-18,1.7,4.1 and up
27-Jul-18,8.9.9,4.0 and up
14-Jun-18,1.5.3.8,7.0 and up
1-Feb-18,Varies with device,4.0.3 and up
3-May-18,22,4.0.3 and up
19-Jun-18,1.6,4.0 and up
1-Aug-18,Varies with device,4.1 and up
27-Apr-18,Varies with device,Varies with device
3-Aug-18,2.15.180,4.0.3 and up
6-Aug-18,1.7.14,4.2 and up
28-Jul-18,2.0.1,4.0.3 and up
6-Aug-18,Varies with device,Varies with device
5-Jul-18,1.0.3,4.4 and up
31-Jul-18,6.9.031,4.1 and up
2-Aug-18,Varies with device,Varies with device
9-Jul-18,2.6,2.3 and up
7-Jul-18,2.3,4.0.3 and up
30-Jul-18,1.2.31,4.1 and up
25-Jul-18,5.3,4.1 and up
4-Dec-17,1.8.0.170824_9,5.0 - 8.0
27-Jun-18,4.1,4.0.3 and up
12-Jul-18,1.6,2.3 and up
28-Jul-18,Varies with device,Varies with device
28-Jul-18,1.5.3,4.4 and up
28-Jul-18,6.21,4.0 and up
3-Aug-18,2.73.672,4.0.3 and up
6-Aug-18,2.74.685,4.0.3 and up
25-Jul-18,Varies with device,Varies with device
23-Apr-18,1.43.3,4.0.3 and up
23-May-18,1.6.0,4.0 and up
28-Jul-18,2.4,4.1 and up
6-Aug-18,Varies with device,Varies with device
11-Aug-15,4.0.10,4.0 and up
10-Nov-17,4.7.4,4.0 and up
11-Jul-18,4.7.3,4.4 and up
1-Aug-18,5.13.1,5.0 and up
1-Feb-18,Varies with device,4.0.3 and up
30-Jul-18,7.6.5,4.3 and up
22-Nov-17,3.8,4.0 and up
1-Feb-18,1.6.1,Varies with device
31-Jul-18,6.9.031,4.1 and up
25-Mar-16,5.1,2.3.3 and up
5-May-18,Varies with device,Varies with device
12-Jul-18,Varies with device,Varies with device
29-May-18,3.1.8.180529,2.3 and up
25-Jul-18,Varies with device,Varies with device
15-Jun-18,1.28,4.0.3 and up
6-Mar-18,Varies with device,Varies with device
2-Aug-18,4.0.26,4.4 and up
11-Jul-18,1.8.2,4.0 and up
16-Jul-18,4.47,4.0.3 and up
24-Sep-15,Varies with device,4.0.3 and up
10-Feb-15,1.1.6,4.0 and up
3-Mar-17,1.43,2.3 and up
11-Feb-15,1.4,4.0 and up
10-Oct-17,6.1.7.100920,4.0.3 and up
6-Aug-18,9.3.1,4.0.3 and up
27-Jun-18,6.1.6,4.1 and up
19-Oct-16,1.6.2,3.0 and up
30-Jul-18,1.32,4.1 and up
3-Aug-18,4.8.7,4.0.3 and up
25-Jul-18,1.3.1,4.1 and up
6-Aug-18,Varies with device,Varies with device
11-Aug-15,4.0.10,4.0 and up
10-Nov-17,4.7.4,4.0 and up
11-Jul-18,4.7.3,4.4 and up
1-Aug-18,5.13.1,5.0 and up
20-Sep-17,Varies with device,Varies with device
10-Nov-17,3.31.4,4.0 and up
17-Oct-15,2.3.1,Varies with device
11-Jun-18,2.2.93,4.0 and up
6-Apr-17,6.2.9,2.3 and up
19-Jan-17,1.5.5,2.1 and up
29-Jun-18,4.6.0.0,4.2 and up
24-May-18,4.5.2,5.0 and up
21-Dec-17,Varies with device,Varies with device
23-Apr-18,1.43.3,4.0.3 and up
22-Nov-17,3.8,4.0 and up
2-Aug-18,Varies with device,Varies with device
3-Jul-18,1.4.0_180703,4.2 and up
23-May-18,4.2.14,4.0 and up
11-Feb-18,5.5.2,4.0.3 and up
12-Jul-18,Varies with device,Varies with device
5-Jul-18,Varies with device,Varies with device
6-Nov-14,4.7,2.2 and up
14-Jul-18,6.4.3,4.0.3 and up
28-Jun-18,6.1.0,Varies with device
16-Jul-18,4.47,4.0.3 and up
3-Aug-18,71,4.4 and up
6-Aug-18,9.3.1,4.0.3 and up
25-Jul-18,1.3.1,4.1 and up
10-Nov-17,Varies with device,Varies with device
26-Jun-18,4.1.0.1,4.2 and up
21-Mar-17,3.3.8,3.1 and up
1-Feb-18,1.6.1,Varies with device
26-Jun-18,4.2.3,4.0 and up
18-Jul-16,3.2,2.3.3 and up
29-Jun-18,4.6.0.0,4.2 and up
28-Jul-18,2.0.17.9,4.0 and up
21-Dec-17,Varies with device,Varies with device
6-Aug-18,Varies with device,Varies with device
15-Mar-17,2.0.5,4.0 and up
5-May-18,Varies with device,Varies with device
22-Nov-17,3.8,4.0 and up
27-Mar-18,Varies with device,Varies with device
24-Jul-18,3.8.3,5.1 and up
28-Jul-18,Varies with device,Varies with device
19-Jul-18,Varies with device,Varies with device
19-Jul-18,4.8.4,4.1 and up
10-Jul-18,Varies with device,Varies with device
20-Jul-18,3.4.0,4.0.3 and up
15-Feb-18,1.38,4.1 and up
10-May-18,Varies with device,Varies with device
12-Jul-18,Varies with device,Varies with device
22-Jul-18,5.0.508,4.4 and up
31-Jul-18,6.9.031,4.1 and up
6-Aug-18,9.40.3,4.0.3 and up
21-Dec-17,Varies with device,Varies with device
23-Apr-18,4.5,4.1 and up
2-Aug-18,4.0.26,4.4 and up
3-Aug-18,4.21,4.1 and up
6-Aug-18,6.71,Varies with device
16-Jul-18,4.47,4.0.3 and up
25-Jul-18,Varies with device,Varies with device
8-Jul-18,2.0.18,4.3 and up
9-Jul-18,Varies with device,Varies with device
29-Jun-18,2.19.0.201907232,4.4 and up
6-Aug-18,9.3.1,4.0.3 and up
25-Jul-18,1.3.1,4.1 and up
23-Jun-17,4.0.7,4.0 and up
8-Sep-17,1.1.3,2.3 and up
26-Oct-17,1.7.16,4.0.3 and up
14-Mar-18,3.3.5,2.3.3 and up
1-Aug-18,5.13.1,5.0 and up
2-Jan-18,4.7.0,4.0 and up
31-Jul-18,6.9.031,4.1 and up
1-Aug-18,8.1.0.6,4.3 and up
19-Jul-18,Varies with device,5.0 and up
21-Jun-18,1.4,4.0.3 and up
15-Jun-18,Varies with device,4.1 and up
30-Jul-18,Varies with device,Varies with device
2-Aug-18,Varies with device,Varies with device
25-Jul-18,6.17.2,4.4 and up
1-Aug-18,10.8.1.330,4.4 and up
17-Jul-18,2.1,4.1 and up
3-Aug-18,4.3.1,4.4 and up
27-Sep-17,Varies with device,Varies with device
3-Aug-18,5.4.2,5.0 and up
31-Jul-18,1004,4.0 and up
3-Aug-18,2.24.2.0,4.0.3 and up
18-Jul-18,Varies with device,Varies with device
29-Jun-18,Varies with device,Varies with device
31-Jul-18,Varies with device,Varies with device
2-Aug-18,Varies with device,Varies with device
4-Aug-18,Varies with device,5.0 and up
31-Jul-18,Varies with device,Varies with device
25-Jul-18,6.3.3,4.1 and up
6-Aug-18,Varies with device,Varies with device
25-Apr-18,Varies with device,Varies with device
28-Jul-18,3.6.7,4.1 and up
3-Aug-18,3.0.5,4.1 and up
20-Jul-18,1.1.5,4.1 and up
6-Aug-18,Varies with device,Varies with device
2-Aug-18,1.5.13,4.1 and up
21-Nov-17,5.3.0,4.4 and up
21-Jun-18,2.9.9go,4.1 and up
7-Jan-16,2.7.0,4.2 and up
23-May-18,6.5,4.1 and up
25-Jul-18,Varies with device,Varies with device
20-Jul-18,Varies with device,Varies with device
19-Jul-18,5,4.1 and up
1-Jul-18,1.0.16,2.3 and up
23-May-18,5.5,4.1 and up
1-Aug-18,4.0.0,4.0 and up
3-Aug-18,12,4.0.3 and up
24-Jul-18,6.4.8,4.0.3 and up
17-Jul-18,2.6,4.1 and up
11-Jun-18,4.2.2,4.0.3 and up
31-Jul-18,1.2.677,4.4 and up
4-May-18,Varies with device,Varies with device
30-Jul-18,06.11.00,4.4 and up
24-Jul-18,Varies with device,Varies with device
16-Mar-17,1.1,4.1 and up
16-Jul-18,7.3.0,4.2 and up
1-Aug-18,2.4.0,4.1 and up
4-Aug-18,Varies with device,5.0 and up
1-Aug-18,Varies with device,Varies with device
2-Aug-18,Varies with device,Varies with device
19-Jul-18,Varies with device,5.0 and up
2-Aug-18,Varies with device,Varies with device
20-Jul-18,Varies with device,Varies with device
21-Nov-17,5.3.0,4.4 and up
25-Jul-18,6.17.2,4.4 and up
4-Aug-18,Varies with device,5.0 and up
27-Sep-17,2.5.1,4.4 and up
27-Jun-18,3.17.0+3,5.0 and up
19-Jul-18,Varies with device,5.0 and up
30-Jul-18,Varies with device,Varies with device
4-Aug-18,Varies with device,5.0 and up
22-Jun-18,5.12.4,4.1 and up
27-Sep-17,2.5.1,4.4 and up
2-Jul-18,3.7,4.1 and up
22-May-18,Varies with device,Varies with device
1-Aug-18,5.10.5,4.1 and up
10-Jul-18,2.6.3,4.1 and up
30-May-18,4.5.19.56,4.1 and up
17-Jan-18,5.9,4.1 and up
3-May-18,Varies with device,Varies with device
30-Jul-18,Varies with device,4.4 and up
24-May-18,4.4.0,5.0 and up
1-Aug-18,3.5,4.0 and up
11-Jul-18,1.31.0,4.1 and up
7-Jun-17,1.3.0,4.2 and up
28-Jul-18,Varies with device,Varies with device
11-Jun-18,2.0.22,2.3 and up
1-Aug-18,Varies with device,Varies with device
21-Jun-18,8.9.3,4.0.3 and up
11-Jul-18,4.18.0,4.1 and up
27-Jun-18,2018.6,5.0 and up
6-Aug-18,2.46.1,5.0 and up
2-Aug-18,Varies with device,Varies with device
24-Jul-18,3.21.324,4.4 and up
3-Aug-18,7.0.2,4.1 and up
21-Nov-17,5.3.0,4.4 and up
2-Aug-18,2.5.7.1,5.0 and up
27-Jun-18,3.17.0+3,5.0 and up
19-Jul-18,Varies with device,5.0 and up
5-Jun-18,7.1,5.0 and up
20-Jul-18,Varies with device,Varies with device
5-Jun-18,3.9,4.0.3 and up
13-Oct-16,1,2.3 and up
18-May-18,Varies with device,Varies with device
4-Jul-18,6.5,4.4 and up
25-Jul-18,6.17.2,4.4 and up
4-Aug-18,Varies with device,5.0 and up
18-Jul-18,2.28.1,4.1 and up
1-Aug-18,7.8.0,5.1 and up
15-Jul-18,5.4,4.1 and up
19-Jul-18,Varies with device,5.0 and up
20-Jul-18,Varies with device,Varies with device
30-Jul-18,Varies with device,Varies with device
25-Jul-18,6.17.2,4.4 and up
4-Aug-18,Varies with device,5.0 and up
5-Jul-18,1.2.0,4.2 and up
1-Aug-18,7.8.0,5.1 and up
27-Sep-17,2.5.1,4.4 and up
2-Aug-18,4.4.15,5.0 and up
31-Jul-18,Varies with device,Varies with device
7-Jul-18,Varies with device,Varies with device
2-Aug-18,Varies with device,Varies with device
19-Jul-18,Varies with device,5.0 and up
30-Mar-18,7.1.0,5.0 and up
2-Aug-18,Varies with device,Varies with device
10-May-18,3.2.12,4.0.3 and up
3-Apr-18,6.9.12,2.3 and up
23-Apr-18,3.0.13,4.1 and up
23-Aug-16,Varies with device,Varies with device
5-Jun-18,7.1,5.0 and up
20-Jul-18,Varies with device,Varies with device
30-Jul-18,Varies with device,Varies with device
3-Aug-18,4.3.1,4.4 and up
29-Jul-18,5.5.9,4.1 and up
18-May-18,Varies with device,Varies with device
25-Jul-18,6.17.2,4.4 and up
15-May-18,6.1.3,2.3.3 and up
9-Jul-18,2017.7.1,4.4 and up
11-Jul-18,1.31.0,4.1 and up
25-Apr-18,Varies with device,Varies with device
4-Aug-18,Varies with device,5.0 and up
1-Aug-18,7.8.0,5.1 and up
27-Jun-18,9.4.0,4.2 and up
25-Jul-18,7.1.7.4,4.4 and up
27-Sep-17,2.5.1,4.4 and up
16-Jul-18,7.3.0,4.2 and up
23-Jul-18,Varies with device,Varies with device
2-Aug-18,4.4.15,5.0 and up
2-Aug-18,2.5.7.1,5.0 and up
27-Jun-18,2018.6,5.0 and up
22-May-18,Varies with device,Varies with device
5-Dec-16,Varies with device,Varies with device
6-Aug-18,18.30.0,5.0 and up
2-Aug-18,Varies with device,Varies with device
29-Jun-18,Varies with device,5.0 and up
15-Jun-18,7.5.0,5.0 and up
29-May-18,Varies with device,Varies with device
9-Jun-18,10.9.8 (Play),5.0 and up
31-Jul-18,Varies with device,Varies with device
6-Aug-18,5.48,4.4 and up
5-Mar-18,4.6.0,4.0.3 and up
4-Jul-18,Varies with device,Varies with device
6-Aug-18,Varies with device,Varies with device
16-Jul-18,6.7.1,4.1 and up
26-Jul-18,1.10.0.205086730,4.1 and up
4-Aug-18,Varies with device,Varies with device
2-Aug-18,Varies with device,Varies with device
31-Jul-18,Varies with device,Varies with device
2-Aug-18,Varies with device,Varies with device
11-Jul-18,4.6,4.0 and up
7-Jun-18,17.4.1,4.0.3 and up
18-Jun-18,9.2.17.13,4.1 and up
2-Aug-18,5.2.0 21127,4.4 and up
11-Jul-18,5.6.1,6.0 and up
6-Dec-16,5.10.6.2.8466393,4.1 and up
22-Jan-18,Varies with device,4.2 and up
30-Jul-18,Varies with device,Varies with device
